num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_workers,timers/training_step,timers/env_runner_sampling_timer,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0
1,0,False,1,912c4_00000,2025-06-01_21-10-44,1748801444,61.57146954536438,61.57146954536438,56292,Cerebro,127.0.0.1,61.57146954536438,1,60.03928359999554,1.769996015354991e-05,60.03917549998732,60.03916169999866,0,0,0,15.385714285714286,71.11038961038962,0.0,0.0
1,0,False,2,912c4_00000,2025-06-01_21-10-46,1748801446,1.9969072341918945,63.568376779556274,56292,Cerebro,127.0.0.1,63.568376779556274,2,59.45885724799533,0.019980455960612747,59.4387861719873,59.43877234199841,0,0,0,44.800000000000004,69.76666666666667,0.0,0.0
1,0,False,3,912c4_00000,2025-06-01_21-10-48,1748801448,1.9240050315856934,65.49238181114197,56292,Cerebro,127.0.0.1,65.49238181114197,3,58.883500303515646,0.03900970740148332,58.84440016726702,58.8443863465782,0,0,0,70.85,71.4,0.0,0.0
1,0,False,4,912c4_00000,2025-06-01_21-10-50,1748801450,1.9949285984039307,67.4873104095459,56292,Cerebro,127.0.0.1,67.4873104095459,4,58.31460946448024,0.05856173032737361,58.25595762859443,58.2559438441123,0,0,0,29.433333333333334,72.2,0.0,0.0
1,0,False,5,912c4_00000,2025-06-01_21-11-52,1748801512,61.55822515487671,129.0455355644226,56292,Cerebro,127.0.0.1,129.0455355644226,5,58.332114155835626,0.058128485023674695,58.27389573230816,58.2738819666717,0,4,0,16.15714285714286,71.86493506493505,0.0,0.0
1,0,False,6,912c4_00000,2025-06-01_21-11-54,1748801514,1.8579163551330566,130.90345191955566,56292,Cerebro,127.0.0.1,130.90345191955566,6,57.76736958127681,0.07612113117328415,57.69115865098482,57.69114487500476,0,4,0,44.6,69.9,0.0,0.0
1,0,False,7,912c4_00000,2025-06-01_21-11-56,1748801516,1.9953935146331787,132.89884543418884,56292,Cerebro,127.0.0.1,132.89884543418884,7,57.209642559463695,0.09530413586170033,57.11424873047543,57.11423496525479,0,4,0,43.6,71.36666666666666,0.0,0.0
1,0,False,8,912c4_00000,2025-06-01_21-11-58,1748801518,1.9928562641143799,134.89170169830322,56292,Cerebro,127.0.0.1,134.89170169830322,8,56.65747509386946,0.11427744650341298,56.54310817217081,56.543094419602006,0,4,0,19.15,71.9,0.0,0.0
