Wall time,Step,Value
1748812213.0537295,141,180.94200134277344
1748812218.1264858,142,144.2209930419922
1748812222.8295505,143,134.79400634765625
1748812227.6104703,144,152.27200317382812
1748812231.899591,145,173.56900024414062
1748812236.801021,146,225.1009979248047
1748812241.0418565,147,223.5030059814453
1748812245.78501,148,225.5469970703125
1748812250.6241078,149,341.21600341796875
1748812255.24085,150,379.5159912109375
1748812259.9192586,151,374.4580078125
1748812264.3835733,152,323.27899169921875
1748812269.0556262,153,337.24700927734375
1748812273.41209,154,284.85101318359375
1748812277.9860756,155,276.3699951171875
1748812282.6451218,156,376.7139892578125
1748812287.636426,157,377.52801513671875
1748812292.0797946,158,375.9330139160156
1748812296.7232478,159,456.5329895019531
1748812301.2212584,160,441.2820129394531
1748812305.9052212,161,431.8789978027344
1748812310.5847301,162,423.1310119628906
1748812314.9010067,163,380.1369934082031
1748812319.7861342,164,355.5320129394531
1748812324.015135,165,485.99200439453125
1748812328.7554815,166,451.03399658203125
1748812333.3843887,167,505.8389892578125
1748812337.9372125,168,567.2269897460938
1748812342.3760462,169,624.8179931640625
1748812346.8028948,170,567.051025390625
1748812351.5408232,171,543.9210205078125
1748812355.9669273,172,561.6170043945312
1748812360.6078453,173,521.6680297851562
1748812364.9108076,174,625.2940063476562
1748812369.9949493,175,507.4200134277344
1748812374.4843676,176,461.35101318359375
1748812379.1783597,177,574.5180053710938
1748812383.595999,178,590.1489868164062
1748812388.2640204,179,604.1669921875
1748812392.8547132,180,655.1749877929688
1748812397.4622836,181,563.093017578125
1748812402.2129056,182,513.7670288085938
1748812406.7844038,183,598.0159912109375
1748812411.587295,184,575.8040161132812
1748812415.9138434,185,588.9439697265625
1748812420.6861708,186,529.5650024414062
1748812425.2454762,187,526.6480102539062
1748812430.1371222,188,604.4080200195312
1748812434.6322215,189,589.1290283203125
1748812439.1111894,190,645.6959838867188
1748812443.8394377,191,596.7239990234375
1748812448.770614,192,667.0900268554688
1748812453.6416895,193,584.906982421875
1748812458.0302954,194,622.3289794921875
1748812462.751623,195,677.3579711914062
1748812467.3320098,196,662.1849975585938
1748812471.9514987,197,647.0020141601562
1748812476.3394606,198,636.27197265625
1748812480.7401903,199,660.8699951171875
1748812485.4109323,200,676.60302734375
