Wall time,Step,Value
1748814026.9091156,94,755.5469970703125
1748814031.5955167,95,746.9210205078125
1748814036.0948708,96,674.47900390625
1748814040.6334634,97,641.7789916992188
1748814045.6347227,98,763.6069946289062
1748814050.2678077,99,653.2979736328125
1748814054.6854606,100,643.5800170898438
1748814059.495773,101,725.5430297851562
1748814063.9468906,102,721.9190063476562
1748814068.572174,103,745.1719970703125
1748814073.1030383,104,704.7839965820312
1748814077.6588063,105,814.6519775390625
1748814082.3442016,106,780.926025390625
1748814086.798662,107,747.1669921875
1748814091.580842,108,778.9450073242188
1748814096.119216,109,748.4210205078125
1748814100.9306948,110,833.9149780273438
1748814105.6241553,111,733.9520263671875
1748814110.3792264,112,730.5789794921875
1748814114.8107834,113,775.1909790039062
1748814119.4310987,114,766.60498046875
1748814123.9649513,115,785.4970092773438
1748814128.7054102,116,789.7630004882812
1748814133.1378796,117,749.4990234375
1748814138.260003,118,757.3040161132812
1748814142.612517,119,756.5070190429688
1748814147.349765,120,742.14697265625
1748814152.1004457,121,796.14599609375
1748814156.9357438,122,785.3569946289062
1748814161.4016063,123,721.0009765625
1748814166.3156078,124,756.635986328125
1748814171.0948405,125,729.0709838867188
1748814175.8281858,126,737.2310180664062
1748814180.5875115,127,670.7860107421875
1748814184.989616,128,773.7979736328125
1748814189.587758,129,743.322021484375
1748814194.0173178,130,740.2670288085938
1748814198.9577281,131,820.6640014648438
1748814203.3299062,132,795.77197265625
1748814208.0483625,133,771.7260131835938
1748814212.846585,134,785.2849731445312
1748814217.5229306,135,827.1810302734375
1748814222.0382729,136,786.7050170898438
1748814226.8734264,137,794.4210205078125
1748814231.2413375,138,718.4609985351562
1748814236.0753372,139,775.594970703125
1748814240.4887474,140,731.718994140625
1748814245.2091582,141,824.2319946289062
1748814249.7944613,142,751.7890014648438
1748814254.2345686,143,802.4439697265625
1748814258.950866,144,783.9920043945312
1748814263.1723206,145,796.5599975585938
1748814268.2434883,146,769.2529907226562
1748814272.5007775,147,830.6890258789062
1748814277.3002539,148,791.43798828125
1748814281.7246218,149,738.5469970703125
1748814286.7539425,150,795.5850219726562
1748814291.4722033,151,859.7360229492188
1748814296.0505712,152,790.5430297851562
1748814300.6127293,153,759.593017578125
1748814305.4228008,154,753.8900146484375
1748814310.134668,155,769.780029296875
1748814314.9224439,156,805.85400390625
1748814319.669419,157,795.2940063476562
1748814324.1395772,158,819.31201171875
1748814329.006017,159,765.1539916992188
1748814333.4011195,160,844.1179809570312
1748814338.7057188,161,776.676025390625
1748814343.1890867,162,822.1480102539062
1748814347.9044678,163,766.5819702148438
1748814352.3179777,164,808.177978515625
1748814357.0571465,165,783.3870239257812
1748814361.6641402,166,815.3150024414062
1748814366.7339497,167,766.1240234375
1748814371.2931983,168,739.1329956054688
1748814376.0961187,169,723.0689697265625
1748814380.60479,170,745.7940063476562
1748814385.5631914,171,744.7529907226562
1748814390.2275918,172,782.1220092773438
1748814395.480893,173,824.2030029296875
1748814399.9364047,174,781.8380126953125
1748814404.2624342,175,806.8670043945312
1748814409.3987212,176,781.5969848632812
1748814413.8979795,177,809.5120239257812
1748814418.7746136,178,815.6950073242188
1748814422.9985747,179,745.2340087890625
1748814427.799312,180,811.4439697265625
1748814432.2432299,181,828.8720092773438
1748814437.0449982,182,813.0780029296875
1748814441.34607,183,838.5650024414062
1748814446.0341074,184,759.8839721679688
1748814450.5406878,185,833.0469970703125
1748814455.1779168,186,834.073974609375
1748814460.4686003,187,810.85400390625
1748814465.1725137,188,829.9080200195312
1748814469.8079705,189,833.8499755859375
1748814474.1432083,190,766.3189697265625
1748814478.9877408,191,818.6309814453125
1748814483.429377,192,761.8289794921875
1748814488.1587272,193,749.0390014648438
1748814492.6910949,194,811.5349731445312
1748814497.3078794,195,782.5700073242188
1748814502.0435,196,779.5130004882812
1748814506.5897353,197,790.7349853515625
1748814511.086041,198,734.2449951171875
1748814515.7281773,199,788.2459716796875
1748814520.4198165,200,735.510986328125
