Wall time,Step,Value
1748802976.2219448,1,-153.5833282470703
1748802980.685631,2,-125.30000305175781
1748802984.8560002,3,-107.69999694824219
1748802989.1463134,4,-101.0
1748802993.713633,5,-97.80000305175781
1748802998.1204884,6,-113.5999984741211
1748803002.7235823,7,-109.69999694824219
1748803007.0484793,8,-100.4000015258789
1748803011.4827404,9,-95.80000305175781
1748803015.6960595,10,-102.5999984741211
1748803020.5440836,11,-97.9000015258789
1748803024.8342838,12,-79.0
1748803029.6037118,13,-87.80000305175781
1748803034.2742805,14,-79.5999984741211
1748803038.9513884,15,-64.5
1748803043.5383615,16,-78.80000305175781
1748803048.0038836,17,-67.17900085449219
1748803052.2833562,18,-64.87899780273438
1748803057.180852,19,-80.4000015258789
1748803061.7215595,20,-78.5999984741211
1748803066.404574,21,-83.5999984741211
1748803070.7320411,22,-80.9000015258789
1748803075.402731,23,-73.80000305175781
1748803079.8554623,24,-84.19999694824219
1748803084.4030952,25,-80.0999984741211
1748803088.9655647,26,-79.4000015258789
1748803093.3202102,27,-76.9000015258789
1748803098.010607,28,-63.599998474121094
1748803102.3044791,29,-64.9000015258789
1748803107.0840864,30,-79.69999694824219
1748803111.6518583,31,-83.18800354003906
1748803116.6360755,32,-66.58799743652344
1748803120.9604468,33,-71.69999694824219
1748803125.815956,34,-78.80000305175781
1748803130.4917717,35,-73.5
1748803135.4105258,36,-55.79999923706055
1748803139.9861836,37,-63.70000076293945
1748803144.661924,38,-58.20000076293945
1748803149.0825908,39,-26.5
1748803154.0548368,40,-29.100000381469727
1748803158.553245,41,-29.5
1748803163.273738,42,-31.200000762939453
1748803167.8202906,43,-13.300000190734863
1748803172.9695895,44,5.0
1748803177.5888,45,-14.600000381469727
1748803182.4200003,46,-9.100000381469727
1748803187.067595,47,21.899999618530273
1748803191.9956312,48,33.79999923706055
1748803196.5920203,49,22.799999237060547
1748803201.615134,50,25.5
1748803206.425461,51,40.29999923706055
1748803211.659083,52,68.30599975585938
1748803216.1872773,53,86.40599822998047
1748803221.1698804,54,58.90599822998047
1748803225.8266606,55,54.974998474121094
1748803230.708132,56,63.66899871826172
1748803235.0235076,57,63.400001525878906
1748803239.589897,58,77.83599853515625
1748803244.1793823,59,91.18900299072266
1748803249.022663,60,99.64299774169922
1748803253.4631982,61,105.43800354003906
1748803258.0654824,62,107.24800109863281
1748803262.42783,63,105.875
1748803267.213614,64,92.38700103759766
1748803271.6937551,65,88.54499816894531
1748803276.292292,66,106.01399993896484
1748803280.8374581,67,96.98600006103516
1748803285.1877313,68,89.85900115966797
1748803289.5966003,69,129.85000610351562
1748803294.0619502,70,140.4499969482422
1748803298.9553487,71,149.1219940185547
1748803303.3289568,72,140.95599365234375
1748803308.259079,73,154.96200561523438
1748803312.4961495,74,187.1060028076172
1748803317.2745123,75,192.43699645996094
1748803321.672943,76,193.47000122070312
1748803326.2371287,77,158.91299438476562
1748803330.9210076,78,164.3730010986328
1748803335.8633335,79,224.77099609375
1748803340.3459833,80,280.3389892578125
1748803344.9265795,81,281.9010009765625
1748803349.3066428,82,260.4110107421875
1748803353.8437476,83,347.10699462890625
1748803358.3561912,84,384.1099853515625
1748803362.647941,85,289.3680114746094
1748803367.4157007,86,296.77301025390625
1748803371.5775778,87,372.27801513671875
1748803376.306649,88,404.2650146484375
1748803380.5780451,89,436.92999267578125
1748803385.4610913,90,465.7569885253906
1748803389.8870475,91,479.2120056152344
1748803394.4920216,92,554.0659790039062
1748803399.0772786,93,599.5230102539062
1748803403.5682647,94,651.2940063476562
1748803408.4619496,95,615.426025390625
1748803413.2922971,96,600.2470092773438
1748803417.7182477,97,628.4010009765625
1748803422.2818782,98,576.208984375
1748803426.7941017,99,612.9769897460938
1748803431.1145005,100,593.0029907226562
1748803436.1060991,101,677.2429809570312
1748803440.540797,102,672.7769775390625
1748803445.1585493,103,652.9019775390625
1748803449.592558,104,649.7100219726562
1748803454.3442957,105,705.3679809570312
1748803458.7672284,106,689.1580200195312
1748803463.5526493,107,683.4959716796875
1748803468.1418023,108,622.1019897460938
1748803473.0182571,109,667.4180297851562
1748803477.3376908,110,590.7730102539062
1748803482.3374722,111,618.4639892578125
1748803486.8156478,112,609.9190063476562
1748803491.6078568,113,684.6729736328125
1748803495.9718778,114,669.2680053710938
1748803500.9241073,115,696.4769897460938
1748803505.5645475,116,722.989990234375
1748803510.2403305,117,697.2020263671875
1748803514.6625454,118,618.0900268554688
1748803519.3643403,119,742.8590087890625
1748803523.8021739,120,696.64697265625
1748803528.4286344,121,705.0869750976562
1748803533.102038,122,773.0709838867188
1748803537.6002216,123,711.5540161132812
1748803542.2294018,124,669.583984375
1748803546.962862,125,708.4229736328125
1748803552.0134308,126,749.5850219726562
1748803556.5077758,127,769.35302734375
1748803561.1496933,128,795.9630126953125
1748803565.4900415,129,733.4180297851562
1748803570.3504887,130,806.5029907226562
1748803574.942474,131,737.6849975585938
1748803579.7608552,132,801.5599975585938
1748803584.160743,133,812.6519775390625
1748803588.6851501,134,765.697998046875
1748803593.2668915,135,734.6380004882812
1748803597.9222655,136,728.6079711914062
1748803602.49371,137,770.5549926757812
1748803607.2341928,138,775.5440063476562
1748803611.740873,139,802.406005859375
1748803616.3705091,140,719.010986328125
1748803621.313668,141,714.1950073242188
1748803626.1939778,142,685.3099975585938
1748803630.8260264,143,776.8179931640625
1748803635.2943914,144,735.041015625
1748803640.1394038,145,753.6849975585938
1748803644.7126188,146,761.5449829101562
1748803649.3856835,147,724.8410034179688
1748803653.82222,148,818.0440063476562
1748803658.8142025,149,658.0919799804688
1748803663.0325885,150,709.0460205078125
1748803668.2072067,151,749.8880004882812
1748803672.6607733,152,770.322998046875
1748803677.3479671,153,760.4840087890625
1748803681.7573442,154,768.1630249023438
1748803686.2966776,155,707.8900146484375
1748803691.3168309,156,782.9669799804688
1748803695.648701,157,689.6119995117188
1748803700.519343,158,757.0679931640625
1748803705.1998048,159,733.0650024414062
1748803710.0027268,160,757.8270263671875
1748803714.588647,161,776.406005859375
1748803719.398563,162,724.77001953125
1748803723.7678285,163,706.0089721679688
1748803728.3799891,164,785.3259887695312
1748803732.8721225,165,769.9290161132812
1748803737.6040707,166,713.9299926757812
1748803742.1757247,167,646.3099975585938
1748803746.8218925,168,796.6119995117188
1748803751.4031322,169,765.9359741210938
1748803755.9695644,170,785.0280151367188
1748803760.961573,171,773.9539794921875
1748803765.218547,172,719.5919799804688
1748803770.041297,173,754.5889892578125
1748803774.2868187,174,778.2009887695312
1748803778.8929331,175,781.8060302734375
1748803783.8510962,176,714.5070190429688
1748803788.7859557,177,736.9130249023438
1748803793.187691,178,687.7689819335938
