Wall time,Step,Value
1748815393.5896695,140,7.120999813079834
1748815398.5501995,141,-11.07699966430664
1748815403.2534654,142,2.5179998874664307
1748815407.5436027,143,5.3379998207092285
1748815412.4582205,144,6.203999996185303
1748815416.736075,145,2.884000062942505
1748815421.5494428,146,6.053999900817871
1748815426.63601,147,21.972000122070312
1748815431.707236,148,31.55699920654297
1748815436.0696888,149,36.893001556396484
1748815440.5289624,150,7.708000183105469
1748815445.4611406,151,23.23699951171875
1748815449.8778224,152,38.76100158691406
1748815454.9410172,153,8.404999732971191
1748815459.3643286,154,29.041000366210938
1748815464.246392,155,21.22599983215332
1748815468.928849,156,28.54400062561035
1748815473.9993343,157,31.968000411987305
1748815478.4116116,158,-18.06399917602539
1748815483.2870836,159,10.350000381469727
1748815487.6278155,160,26.81599998474121
1748815492.5106297,161,17.48699951171875
1748815497.0035334,162,33.25400161743164
1748815501.545841,163,31.216999053955078
1748815506.1477294,164,-13.237000465393066
1748815510.6441174,165,-1.527999997138977
1748815515.6163805,166,39.755001068115234
1748815520.3315432,167,65.23300170898438
1748815525.0191288,168,40.7859992980957
1748815529.4333835,169,23.47800064086914
1748815534.4464922,170,35.89899826049805
1748815538.9227514,171,33.84600067138672
1748815543.8645988,172,13.715999603271484
1748815548.49152,173,12.027000427246094
1748815553.2270916,174,38.03099822998047
1748815557.6415417,175,39.7760009765625
1748815562.5588,176,2.753999948501587
1748815567.0798693,177,37.05799865722656
1748815571.4724312,178,40.696998596191406
1748815576.0889482,179,5.939000129699707
1748815580.6800642,180,-5.85699987411499
1748815585.677646,181,3.0350000858306885
1748815590.5182858,182,25.509000778198242
1748815595.4112844,183,21.263999938964844
1748815599.5993078,184,-2.828000068664551
1748815604.4674764,185,22.974000930786133
1748815609.2348685,186,43.45800018310547
1748815614.0432744,187,8.616999626159668
1748815618.3098705,188,-5.4039998054504395
1748815622.8529906,189,16.993999481201172
1748815627.2746859,190,23.68400001525879
1748815632.1364505,191,-0.21400000154972076
1748815636.7449844,192,-7.276000022888184
1748815641.3656442,193,20.339000701904297
1748815646.6695962,194,14.689000129699707
1748815652.209206,195,-7.820000171661377
1748815657.393563,196,5.88100004196167
1748815661.7826052,197,17.58099937438965
1748815666.8472435,198,-26.299999237060547
1748815671.4593709,199,-31.67300033569336
1748815676.2099717,200,25.41699981689453
