num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_workers,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/episode_duration_sec_mean,env_runners/episode_return_max,env_runners/num_env_steps_sampled,env_runners/num_env_steps_sampled_lifetime,env_runners/episode_len_mean,env_runners/episode_return_mean,env_runners/num_episodes_lifetime,env_runners/episode_len_min,env_runners/episode_return_min,env_runners/episode_len_max,env_runners/num_episodes,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,env_runners/num_module_steps_sampled_lifetime/human,env_runners/num_module_steps_sampled_lifetime/ai,env_runners/num_agent_steps_sampled/human,env_runners/num_agent_steps_sampled/ai,env_runners/num_module_steps_sampled/human,env_runners/num_module_steps_sampled/ai,env_runners/agent_episode_returns_mean/human,env_runners/agent_episode_returns_mean/ai,env_runners/module_episode_returns_mean/human,env_runners/module_episode_returns_mean/ai,env_runners/num_agent_steps_sampled_lifetime/human,env_runners/num_agent_steps_sampled_lifetime/ai,env_runners/agent_steps/human,env_runners/agent_steps/ai,learners/ai/num_trainable_parameters,learners/ai/curr_kl_coeff,learners/ai/vf_explained_var,learners/ai/weights_seq_no,learners/ai/mean_kl_loss,learners/ai/default_optimizer_learning_rate,learners/ai/num_non_trainable_parameters,learners/ai/entropy,learners/ai/num_module_steps_trained_lifetime,learners/ai/vf_loss_unclipped,learners/ai/gradients_default_optimizer_global_norm,learners/ai/policy_loss,learners/ai/vf_loss,learners/ai/curr_entropy_coeff,learners/ai/total_loss,learners/ai/num_module_steps_trained,learners/ai/module_train_batch_size_mean,learners/ai/diff_num_grad_updates_vs_sampler_policy,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/learner_connector_timer,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_module_steps_trained_lifetime,learners/human/num_trainable_parameters,learners/human/vf_explained_var,learners/human/curr_kl_coeff,learners/human/weights_seq_no,learners/human/mean_kl_loss,learners/human/default_optimizer_learning_rate,learners/human/num_non_trainable_parameters,learners/human/entropy,learners/human/vf_loss_unclipped,learners/human/num_module_steps_trained_lifetime,learners/human/gradients_default_optimizer_global_norm,learners/human/policy_loss,learners/human/vf_loss,learners/human/curr_entropy_coeff,learners/human/total_loss,learners/human/num_module_steps_trained,learners/human/module_train_batch_size_mean,learners/human/diff_num_grad_updates_vs_sampler_policy 
1,172000,False,43,cf532_00000,2025-06-01_22-57-36,1748807856,8.332574844360352,353.57737374305725,57788,Cerebro,127.0.0.1,353.57737374305725,43,8.398899260608314,1.7397025369359147e-05,8.398665886829566,1.4254459312882806,6.963838904644758,0.007149043145990329,0.09180783700139727,531.9999999999995,4000,172000,80.0,178.59999999999943,2148,80,-328.0000000000002,80,48,4,0,0,25.9,71.16,0.0,0.0,172000,172000,4000,4000,4000,4000,89.29999999999971,89.29999999999971,89.29999999999971,89.29999999999971,172000,172000,80.0,80.0,145926.0,2.2737367883136385e-14,-0.27875959873199463,43.0,0.0005802431260235608,0.0005,0.0,1.5919214487075806,174238,5367.21337890625,0.3546735346317291,0.008003052324056625,8.53451156616211,0.2,0.5430700182914734,4052,4052.0005861196005,0.0,4000,172000,0.4010369741951876,8104,291852.0,0.0,348476,145926.0,-0.09308922290802002,2.2737367883136385e-14,43.0,0.0007812115363776684,0.0005,0.0,1.5565506219863892,4031.017333984375,174238,0.35523608326911926,0.10421721637248993,8.263411521911621,0.2,0.6192482113838196,4052,4052.0005861196005,0.0
1,176000,False,44,cf532_00000,2025-06-01_22-57-45,1748807865,8.86349105834961,362.44086480140686,57788,Cerebro,127.0.0.1,362.44086480140686,44,8.403422671002145,1.73490549109385e-05,8.403188753961395,1.4265278559750723,6.967270849598242,0.007150459714961286,0.09770597300026566,531.9999999999995,4000,176000,80.0,190.59999999999948,2200,80,-328.0000000000002,80,52,4,0,0,27.272727272727273,71.70909090909092,0.0,0.0,176000,176000,4000,4000,4000,4000,95.29999999999974,95.29999999999974,95.29999999999974,95.29999999999974,176000,176000,80.0,80.0,145926.0,1.1368683941568192e-14,-0.3731119632720947,44.0,0.0008330380078405142,0.0005,0.0,1.594855785369873,178291,5083.6328125,0.3253891170024872,-0.08896370977163315,8.82107925415039,0.2,0.474172979593277,4053,4052.0008743280055,0.0,4000,176000,0.40069269563325943,8106,291852.0,0.0,356582,145926.0,-0.22271060943603516,1.1368683941568192e-14,44.0,0.0009571779519319534,0.0005,0.0,1.5422453880310059,4844.595703125,178291,0.5373557806015015,-0.031718507409095764,9.055313110351562,0.2,0.5653637647628784,4053,4052.0008743280055,0.0
1,180000,False,45,cf532_00000,2025-06-01_22-57-53,1748807873,8.258390665054321,370.6992554664612,57788,Cerebro,127.0.0.1,370.6992554664612,45,8.40184642929176,1.730756420278902e-05,8.401611645422035,1.4268043374150232,6.965392958102654,0.007166151117615626,0.10593107100168708,431.99999999999943,4000,180000,80.0,228.99999999999943,2248,80,-167.99999999999991,80,48,4,0,0,23.11818181818182,73.14545454545454,0.0,0.0,180000,180000,4000,4000,4000,4000,114.49999999999972,114.49999999999972,114.49999999999972,114.49999999999972,180000,180000,80.0,80.0,145926.0,5.684341970784096e-15,-0.17507529258728027,45.0,0.0008241329342126846,0.0005,0.0,1.5955188274383545,182343,4663.6123046875,0.6026373505592346,0.09137637168169022,9.04052448272705,0.2,0.6763249635696411,4052,4052.0011567136303,0.0,4000,180000,0.40034025089515013,8104,291852.0,0.0,364686,145926.0,-0.17799389362335205,5.684341970784096e-15,45.0,0.0012333998456597328,0.0005,0.0,1.5548455715179443,5090.26318359375,182343,0.5776892900466919,0.14297452569007874,8.615867614746094,0.2,0.6935922503471375,4052,4052.0011567136303,0.0
1,184000,False,46,cf532_00000,2025-06-01_22-58-01,1748807881,8.081209421157837,378.780464887619,57788,Cerebro,127.0.0.1,378.780464887619,46,8.398530143998624,1.7280488508323945e-05,8.398294194968203,1.4266798490410646,6.962189927521673,0.0071631316064087285,0.10603249700157903,1877.1999999999998,4000,184000,79.58,243.25199999999933,2300,38,-388.00000000000017,80,52,4,0,0,21.09,72.44,0.0,0.0,184000,184000,4000,4000,4000,4000,121.62599999999966,121.62599999999966,121.62599999999966,121.62599999999966,184000,184000,79.58,79.58,145926.0,2.842170985392048e-15,-0.11858463287353516,46.0,0.0006137395976111293,0.0005,0.0,1.5993629693984985,186396,9251.80078125,0.4830586910247803,-0.10001325607299805,9.184314727783203,0.2,0.4985455572605133,4053,4052.00153336411,0.0,4000,184000,0.3999782301122393,8106,291852.0,0.0,372792,145926.0,-0.061559319496154785,2.842170985392048e-15,46.0,0.0007315402617678046,0.0005,0.0,1.5674233436584473,9222.4130859375,186396,0.6088441610336304,-0.0036696698516607285,9.044681549072266,0.2,0.587313711643219,4053,4052.00153336411,0.0
1,188000,False,47,cf532_00000,2025-06-01_22-58-10,1748807890,8.42611575126648,387.2065806388855,57788,Cerebro,127.0.0.1,387.2065806388855,47,8.398704176558489,1.7251683555574534e-05,8.398467478018564,1.4282280195507113,6.960805863246493,0.007163484290150166,0.10573124800168443,1877.1999999999998,4000,188000,79.58,233.45199999999932,2349,38,-468.0000000000001,80,49,4,0,0,22.463636363636365,72.39999999999999,0.0,0.0,188000,188000,4000,4000,4000,4000,116.72599999999966,116.72599999999966,116.72599999999966,116.72599999999966,188000,188000,79.58,79.58,145926.0,1.421085492696024e-15,-0.21944952011108398,47.0,0.0006375067168846726,0.0005,0.0,1.593153715133667,190449,4282.845703125,0.45264220237731934,0.10256320238113403,8.159594535827637,0.2,0.5998919010162354,4053,4052.002002365909,0.0,4000,188000,0.3996107937798965,8106,291852.0,0.0,380898,145926.0,-0.10082387924194336,1.421085492696024e-15,47.0,0.0009959522867575288,0.0005,0.0,1.5458353757858276,4645.97265625,190449,0.6658132672309875,0.20639364421367645,8.025853157043457,0.2,0.6998119354248047,4053,4052.002002365909,0.0
1,192000,False,48,cf532_00000,2025-06-01_22-58-18,1748807898,8.264451026916504,395.471031665802,57788,Cerebro,127.0.0.1,395.471031665802,48,8.397265505793353,1.7205167097368344e-05,8.397028302238493,1.4282272683553496,6.959365431613812,0.007162969447460187,0.10114275700121653,431.9999999999991,4000,192000,80.0,216.59999999999934,2400,80,-468.0000000000001,80,51,4,0,0,24.17,72.27999999999999,0.0,0.0,192000,192000,4000,4000,4000,4000,108.29999999999967,108.29999999999967,108.29999999999967,108.29999999999967,192000,192000,80.0,80.0,145926.0,7.10542746348012e-16,-0.19344234466552734,48.0,0.0007135543273761868,0.0005,0.0,1.5979483127593994,194501,3686.772216796875,0.5134193897247314,0.21795786917209625,8.285934448242188,0.2,0.7269616723060608,4052,4052.0024618343355,0.0,4000,192000,0.3992373131311911,8104,291852.0,0.0,389002,145926.0,-0.060363173484802246,7.10542746348012e-16,48.0,0.0006196251488290727,0.0005,0.0,1.5080680847167969,4525.61083984375,194501,0.40943771600723267,-0.18454888463020325,8.689712524414062,0.2,0.38280877470970154,4052,4052.0024618343355,0.0
1,196000,False,49,cf532_00000,2025-06-01_22-58-26,1748807906,8.172528266906738,403.64355993270874,57788,Cerebro,127.0.0.1,403.64355993270874,49,8.394911179735612,1.7179115373957474e-05,8.394672924216422,1.4271227466718355,6.958107963298053,0.007158237753062929,0.0954522180033382,1865.0,4000,196000,79.45,234.32999999999942,2450,25,-268.0000000000002,80,50,4,0,0,23.463636363636365,72.29999999999998,0.0,0.0,196000,196000,4000,4000,4000,4000,117.16499999999971,117.16499999999971,117.16499999999971,117.16499999999971,196000,196000,79.45,79.45,145926.0,3.55271373174006e-16,-0.08149611949920654,49.0,0.0006417416734620929,0.0005,0.0,1.5957024097442627,198555,9006.056640625,0.32332152128219604,-0.0989324077963829,9.14628791809082,0.2,0.4965558648109436,4054,4052.0031119131563,0.0,4000,196000,0.3988538449560804,8108,291852.0,0.0,397110,145926.0,-0.245225191116333,3.55271373174006e-16,49.0,0.0007195782382041216,0.0005,0.0,1.5392571687698364,5473.509765625,198555,0.4627848267555237,0.01599249057471752,9.047886848449707,0.2,0.6129297018051147,4054,4052.0031119131563,0.0
1,200000,False,50,cf532_00000,2025-06-01_22-58-35,1748807915,8.25158143043518,411.8951413631439,57788,Cerebro,127.0.0.1,411.8951413631439,50,8.393367259938117,1.7128324559494988e-05,8.393128236973997,1.4266932012053193,6.9569842696651545,0.007156191375323996,0.09354357799864374,1865.0,4000,200000,79.45,247.32999999999936,2500,25,-268.0000000000002,80,50,4,0,0,22.3,72.3090909090909,0.0,0.0,200000,200000,4000,4000,4000,4000,123.66499999999968,123.66499999999968,123.66499999999968,123.66499999999968,200000,200000,79.45,79.45,145926.0,1.77635686587003e-16,-0.19497179985046387,50.0,0.0010700628627091646,0.0005,0.0,1.5958040952682495,202607,4613.49267578125,0.3828093409538269,0.08989804983139038,8.512449264526367,0.2,0.6219821572303772,4052,4052.003748744218,0.0,4000,200000,0.398460809773157,8104,291852.0,0.0,405214,145926.0,-0.17315948009490967,1.77635686587003e-16,50.0,0.001240922138094902,0.0005,0.0,1.5437570810317993,5475.60498046875,202607,0.6218879818916321,0.06421905010938644,7.834066390991211,0.2,0.5388742685317993,4052,4052.003748744218,0.0
1,204000,False,51,cf532_00000,2025-06-01_22-58-43,1748807923,8.272029399871826,420.16717076301575,57788,Cerebro,127.0.0.1,420.16717076301575,51,8.39204687933876,1.7112041329993293e-05,8.39180714660454,1.4256731931932434,6.9566768699682555,0.0071562114612256375,0.09477758499910123,471.99999999999886,4000,204000,80.0,248.59999999999923,2550,80,-328.00000000000057,80,50,4,0,0,22.439999999999998,72.48,0.0,0.0,204000,204000,4000,4000,4000,4000,124.29999999999961,124.29999999999961,124.29999999999961,124.29999999999961,204000,204000,80.0,80.0,145926.0,8.88178432935015e-17,-0.1914522647857666,51.0,0.0006465039914473891,0.0005,0.0,1.599057674407959,206661,4687.9384765625,1.1123864650726318,-0.06040799617767334,8.389530181884766,0.2,0.4587334990501404,4054,4052.0045725274667,0.0,4000,204000,0.39807642771939694,8108,291852.0,0.0,413322,145926.0,-0.05224204063415527,8.88178432935015e-17,51.0,0.0013026207452639937,0.0005,0.0,1.5118166208267212,5003.6689453125,206661,0.619812548160553,-0.08561310917139053,8.676228523254395,0.2,0.4796464443206787,4054,4052.0045725274667,0.0
1,208000,False,52,cf532_00000,2025-06-01_22-58-51,1748807931,8.315189123153687,428.48235988616943,57788,Cerebro,127.0.0.1,428.48235988616943,52,8.391158282545803,1.7092920909943136e-05,8.39091775213846,1.4252284132609798,6.956224827268689,0.007155011346873883,0.10027441100333817,1703.4,4000,208000,79.81,258.1139999999993,2600,61,-328.00000000000057,80,50,4,0,0,23.369999999999997,72.52000000000001,0.0,0.0,208000,208000,4000,4000,4000,4000,129.05699999999965,129.05699999999965,129.05699999999965,129.05699999999965,208000,208000,79.81,79.81,145926.0,4.440892164675075e-17,-0.13616228103637695,52.0,0.0006564403302036226,0.0005,0.0,1.5928627252578735,210713,6392.0029296875,0.3810533583164215,-0.192285418510437,9.012528419494629,0.2,0.3903948962688446,4052,4052.0053794601763,0.0,4000,208000,0.3976994046857358,8104,291852.0,0.0,421426,145926.0,-0.047316908836364746,4.440892164675075e-17,52.0,0.001284889760427177,0.0005,0.0,1.5540674924850464,8025.97607421875,210713,0.629145622253418,0.07386938482522964,8.636883735656738,0.2,0.626744270324707,4052,4052.0053794601763,0.0
1,212000,False,53,cf532_00000,2025-06-01_22-58-59,1748807939,8.02401876449585,436.5063786506653,57788,Cerebro,127.0.0.1,436.5063786506653,53,8.387376106720257,1.7048991503731145e-05,8.38713505461682,1.424658726128522,6.953015798995584,0.007145351233184085,0.10197526100091636,1873.0,4000,212000,79.29,305.0259999999993,2650,45,-328.00000000000114,80,50,4,0,0,21.85,72.47,0.0,0.0,212000,212000,4000,4000,4000,4000,152.51299999999966,152.51299999999966,152.51299999999966,152.51299999999966,212000,212000,79.29,79.29,145926.0,2.2204460823375376e-17,-0.06809127330780029,53.0,0.0010455794399604201,0.0005,0.0,1.5957939624786377,214767,8052.75390625,0.40703389048576355,0.15130677819252014,8.603020668029785,0.2,0.6924501061439514,4054,4052.006369796979,0.0,4000,212000,0.3973144438299741,8108,291852.0,0.0,429534,145926.0,-0.11561036109924316,2.2204460823375376e-17,53.0,0.0008707944652996957,0.0005,0.0,1.5410470962524414,8722.693359375,214767,0.47641459107398987,-0.04722170531749725,9.018416404724121,0.2,0.5464105606079102,4054,4052.006369796979,0.0
1,216000,False,54,cf532_00000,2025-06-01_22-59-08,1748807948,8.222341060638428,444.7287197113037,57788,Cerebro,127.0.0.1,444.7287197113037,54,8.385621634652875,1.7005501391581276e-05,8.385380177071148,1.424213202867236,6.951703389005217,0.0071409967212959485,0.10166984700132162,1873.0,4000,216000,79.18,313.4919999999993,2700,45,-328.00000000000114,80,50,4,0,0,22.545454545454547,72.42727272727272,0.0,0.0,216000,216000,4000,4000,4000,4000,156.74599999999964,156.74599999999964,156.74599999999964,156.74599999999964,216000,216000,79.18,79.18,145926.0,1.1102230411687688e-17,-0.04998576641082764,54.0,0.0008664059569127858,0.0005,0.0,1.593885064125061,218820,12567.501953125,0.4692324101924896,-0.2393295019865036,8.887429237365723,0.2,0.3306364417076111,4053,4052.0074397890994,0.0,4000,216000,0.3969224367308592,8106,291852.0,0.0,437640,145926.0,-0.0663520097732544,1.1102230411687688e-17,54.0,0.0013973749009892344,0.0005,0.0,1.5309497117996216,7774.60693359375,218820,0.5598742365837097,-0.10344795882701874,8.421672821044922,0.2,0.43252936005592346,4053,4052.0074397890994,0.0
1,220000,False,55,cf532_00000,2025-06-01_22-59-16,1748807956,8.466239213943481,453.1949589252472,57788,Cerebro,127.0.0.1,453.1949589252472,55,8.386326159306805,1.6957446142480436e-05,8.386084340300132,1.423394883838536,6.953224243115302,0.007136558754141729,0.09742972400097642,1869.999999999999,4000,220000,79.59,289.24599999999924,2751,50,-327.9999999999999,80,51,4,0,0,26.070000000000004,72.4,0.0,0.0,220000,220000,4000,4000,4000,4000,144.62299999999962,144.62299999999962,144.62299999999962,144.62299999999962,220000,220000,79.59,79.59,145926.0,5.551115205843844e-18,-0.028774738311767578,55.0,0.0006379699916578829,0.0005,0.0,1.5963796377182007,222875,13564.525390625,0.6156923174858093,-0.050165243446826935,9.1876859664917,0.2,0.5493273735046387,4055,4052.0087877443975,0.0,4000,220000,0.39653925958934316,8110,291852.0,0.0,445750,145926.0,-0.018719792366027832,5.551115205843844e-18,55.0,0.0010180114768445492,0.0005,0.0,1.5412708520889282,12425.7265625,222875,0.552026629447937,-0.13294224441051483,8.784113883972168,0.2,0.4372149705886841,4055,4052.0087877443975,0.0
1,224000,False,56,cf532_00000,2025-06-01_22-59-25,1748807965,8.407041311264038,461.60200023651123,57788,Cerebro,127.0.0.1,461.60200023651123,56,8.386443231713816,1.690887143825611e-05,8.386200886897493,1.423107133999916,6.953617616684113,0.007141317166497702,0.09772713600017596,1855.599999999999,4000,224000,79.83,285.7019999999992,2801,74,-148.0,80,50,4,0,0,23.94,72.43,0.0,0.0,224000,224000,4000,4000,4000,4000,142.8509999999996,142.8509999999996,142.8509999999996,142.8509999999996,224000,224000,79.83,79.83,145926.0,2.775557602921922e-18,-0.0938950777053833,56.0,0.0010038065956905484,0.0005,0.0,1.5966767072677612,226929,10447.1357421875,0.35316357016563416,-0.16031138598918915,7.973716735839844,0.2,0.31772488355636597,4054,4052.010307996611,0.0,4000,224000,0.396166390396985,8108,291852.0,0.0,453858,145926.0,-0.11226558685302734,2.775557602921922e-18,56.0,0.0014132822398096323,0.0005,0.0,1.53285551071167,4784.1884765625,226929,0.49652791023254395,0.11390887945890427,7.988184928894043,0.2,0.6061562299728394,4054,4052.010307996611,0.0
1,228000,False,57,cf532_00000,2025-06-01_22-59-33,1748807973,8.254669904708862,469.8566701412201,57788,Cerebro,127.0.0.1,469.8566701412201,57,8.384999876397004,1.6867782534375484e-05,8.384757013028562,1.4214519846594402,6.953808570517518,0.007151354995129236,0.09916938300186302,1870.5999999999995,4000,228000,79.45,302.5299999999992,2851,49,-168.00000000000023,80,50,4,0,0,21.981818181818184,72.39090909090909,0.0,0.0,228000,228000,4000,4000,4000,4000,151.2649999999996,151.2649999999996,151.2649999999996,151.2649999999996,228000,228000,79.45,79.45,145926.0,1.387778801460961e-18,-0.18440139293670654,57.0,0.000701974960975349,0.0005,0.0,1.5951142311096191,230983,4896.6708984375,0.26932772994041443,0.18679745495319366,8.166050910949707,0.2,0.6843795776367188,4054,4052.011996965006,0.0,4000,228000,0.3957852041625163,8108,291852.0,0.0,461966,145926.0,-0.037048935890197754,1.387778801460961e-18,57.0,0.0017644974868744612,0.0005,0.0,1.5304338932037354,10325.306640625,230983,0.536034345626831,0.021456103771924973,8.379566192626953,0.2,0.553325891494751,4054,4052.011996965006,0.0
1,232000,False,58,cf532_00000,2025-06-01_22-59-41,1748807981,8.229952573776245,478.08662271499634,57788,Cerebro,127.0.0.1,478.08662271499634,58,8.383322079632963,1.6848104679438022e-05,8.383078153898397,1.4224315778130254,6.951136405812478,0.007154856444779934,0.0975194570014719,1870.5999999999995,4000,232000,79.23,354.0619999999991,2902,49,-168.00000000000023,80,51,4,0,0,20.61,72.33999999999999,0.0,0.0,232000,232000,4000,4000,4000,4000,177.03099999999955,177.03099999999955,177.03099999999955,177.03099999999955,232000,232000,79.23,79.23,145926.0,6.938894007304805e-19,-0.08384919166564941,58.0,0.0008205568301491439,0.0005,0.0,1.5930099487304688,235038,6133.658203125,0.3541032373905182,0.15894435346126556,9.073031425476074,0.2,0.7476454973220825,4055,4052.013951123233,0.0,4000,232000,0.3953951010636982,8110,291852.0,0.0,470076,145926.0,-0.06554722785949707,6.938894007304805e-19,58.0,0.0007424646173603833,0.0005,0.0,1.5473477840423584,12479.751953125,235038,0.25855621695518494,0.013917158357799053,8.879982948303223,0.2,0.5924458503723145,4055,4052.013951123233,0.0
1,236000,False,59,cf532_00000,2025-06-01_22-59-50,1748807990,8.273308753967285,486.3599314689636,57788,Cerebro,127.0.0.1,486.3599314689636,59,8.382117907836731,1.680062397192073e-05,8.381873784359804,1.4217511810343892,6.950606691753976,0.007156598880776576,0.10122652799705975,1862.1999999999994,4000,236000,79.72,297.36799999999926,2951,63,-127.99999999999997,80,49,4,0,0,24.199999999999996,72.25999999999999,0.0,0.0,236000,236000,4000,4000,4000,4000,148.68399999999963,148.68399999999963,148.68399999999963,148.68399999999963,236000,236000,79.72,79.72,145926.0,3.4694470036524025e-19,-0.06475293636322021,59.0,0.0005356751498766243,0.0005,0.0,1.5979087352752686,239091,3952.73388671875,0.38815760612487793,-0.01167040690779686,8.204011917114258,0.2,0.4891490340232849,4053,4052.015964998599,0.0,4000,236000,0.39501520336644014,8106,291852.0,0.0,478182,145926.0,-0.07237279415130615,3.4694470036524025e-19,59.0,0.0012701416853815317,0.0005,0.0,1.5155717134475708,5138.08447265625,239091,0.466757595539093,-0.28386545181274414,9.071952819824219,0.2,0.3202153742313385,4053,4052.015964998599,0.0
1,240000,False,60,cf532_00000,2025-06-01_22-59-58,1748807998,8.081043720245361,494.440975189209,57788,Cerebro,127.0.0.1,494.440975189209,60,8.379009138758052,1.677361764169187e-05,8.378764274516111,1.421087941224374,6.9481608198362315,0.007150208891739683,0.1015287459990941,1875.9999999999995,4000,240000,79.51,284.0939999999992,3003,40,-127.99999999999997,80,52,4,0,0,23.62,72.29999999999998,0.0,0.0,240000,240000,4000,4000,4000,4000,142.0469999999996,142.0469999999996,142.0469999999996,142.0469999999996,240000,240000,79.51,79.51,145926.0,1.7347235018262012e-19,-0.029528260231018066,60.0,0.0006305392016656697,0.0005,0.0,1.594829797744751,243147,11735.1044921875,0.7987849116325378,0.012738424353301525,8.55614948272705,0.2,0.5493873953819275,4056,4052.0183372013453,0.0,4000,240000,0.394626903663018,8112,291852.0,0.0,486294,145926.0,-0.042225003242492676,1.7347235018262012e-19,60.0,0.0009777521481737494,0.0005,0.0,1.572084903717041,3681.97021484375,243147,0.6150696873664856,0.3021009862422943,7.69385290145874,0.2,0.7570692896842957,4056,4052.0183372013453,0.0
1,244000,False,61,cf532_00000,2025-06-01_23-00-06,1748808006,8.13923168182373,502.5802068710327,57788,Cerebro,127.0.0.1,502.5802068710327,61,8.376510058370757,1.672988124531891e-05,8.37626467777136,1.4205072898122413,6.946235558637932,0.00714996380291284,0.09938928100513295,1875.9999999999995,4000,244000,78.16,382.7039999999989,3054,40,-127.99999999999969,80,51,4,0,0,24.045454545454547,72.29090909090908,0.0,0.0,244000,244000,4000,4000,4000,4000,191.35199999999946,191.35199999999946,191.35199999999946,191.35199999999946,244000,244000,78.16,78.16,145926.0,8.673617509131006e-20,-0.008146166801452637,61.0,0.0006742413970641792,0.0005,0.0,1.594567060470581,247202,13997.44921875,0.4449728727340698,0.02045229822397232,8.400127410888672,0.2,0.5415515303611755,4055,4052.020960363537,0.0,4000,244000,0.3942336324633313,8110,291852.0,0.0,494404,145926.0,-0.01195371150970459,8.673617509131006e-20,61.0,0.0010384201304987073,0.0005,0.0,1.4937349557876587,30880.9140625,247202,0.6209316849708557,-0.3223978281021118,9.283329010009766,0.2,0.3071880638599396,4055,4052.020960363537,0.0
1,248000,False,62,cf532_00000,2025-06-01_23-00-14,1748808014,8.34382700920105,510.92403388023376,57788,Cerebro,127.0.0.1,510.92403388023376,62,8.376081910787446,1.6712582410886508e-05,8.375836027993655,1.418693530914243,6.94762174905175,0.007143899164880507,0.09546190200257115,1872.9999999999993,4000,248000,78.17,401.6979999999992,3105,45,-127.99999999999969,80,51,4,0,0,23.86,72.22,0.0,0.0,248000,248000,4000,4000,4000,4000,200.8489999999996,200.8489999999996,200.8489999999996,200.8489999999996,248000,248000,78.17,78.17,145926.0,4.336808754565503e-20,-0.12799310684204102,62.0,0.0006915094563737512,0.0005,0.0,1.5907042026519775,251257,6436.6298828125,0.27265995740890503,0.08364604413509369,8.434948921203613,0.2,0.6090002059936523,4055,4052.0238292287645,0.0,4000,248000,0.393848235977276,8110,291852.0,0.0,502514,145926.0,-0.036408424377441406,4.336808754565503e-20,62.0,0.0012330845929682255,0.0005,0.0,1.5342774391174316,11857.271484375,251257,0.5043866634368896,0.014166712760925293,8.884431838989258,0.2,0.5957543849945068,4055,4052.0238292287645,0.0
1,252000,False,63,cf532_00000,2025-06-01_23-00-22,1748808022,8.228507041931152,519.1525409221649,57788,Cerebro,127.0.0.1,519.1525409221649,63,8.374509276679548,1.6684456481039002e-05,8.374262622713548,1.417834616605007,6.946901425561292,0.007141604173530977,0.09432171399646905,1874.1999999999998,4000,252000,78.43,372.3419999999992,3156,43,-348.0000000000011,80,51,4,0,0,24.28,72.24999999999999,0.0,0.0,252000,252000,4000,4000,4000,4000,186.1709999999996,186.1709999999996,186.1709999999996,186.1709999999996,252000,252000,78.43,78.43,145926.0,2.1684043772827515e-20,-0.042449355125427246,63.0,0.0007523589301854372,0.0005,0.0,1.5952128171920776,255311,10150.6796875,0.3718980848789215,0.09676819294691086,8.912555694580078,0.2,0.6689812541007996,4054,4052.0268386206512,0.0,4000,252000,0.39345441227769373,8108,291852.0,0.0,510622,145926.0,-0.027164816856384277,2.1684043772827515e-20,63.0,0.0011233079712837934,0.0005,0.0,1.5449104309082031,3719.62109375,255311,0.3888496160507202,0.3055333197116852,8.868876457214355,0.2,0.8834388256072998,4054,4052.0268386206512,0.0
1,256000,False,64,cf532_00000,2025-06-01_23-00-31,1748808031,8.160074234008789,527.3126151561737,57788,Cerebro,127.0.0.1,527.3126151561737,64,8.372258181912686,1.6639611681043586e-05,8.372011169486372,1.417538505438867,6.944943895305812,0.007137019131944917,0.09272442699642852,1878.9999999999998,4000,256000,77.57,405.05799999999925,3208,35,-348.0000000000011,80,52,4,0,0,21.19,72.21000000000001,0.0,0.0,256000,256000,4000,4000,4000,4000,202.52899999999963,202.52899999999963,202.52899999999963,202.52899999999963,256000,256000,77.57,77.57,145926.0,1.0842021886413758e-20,-0.04212784767150879,64.0,0.0007338656578212976,0.0005,0.0,1.593496561050415,259367,19086.517578125,0.43393343687057495,0.09617259353399277,9.233312606811523,0.2,0.7008045315742493,4056,4052.030185441777,0.0,4000,256000,0.39305186672850184,8112,291852.0,0.0,518734,145926.0,-0.018177270889282227,1.0842021886413758e-20,64.0,0.0011763930087909102,0.0005,0.0,1.5250765085220337,37752.61328125,259367,0.6392501592636108,-0.22595740854740143,8.926811218261719,0.2,0.3617083430290222,4056,4052.030185441777,0.0
